   0.00000000       0.00000000     -0.676561177       2.00000014E-02  0.656561196    
  0.328280598       0.00000000     -0.676561177       2.00000014E-02  0.328280598    
  0.328280598       0.00000000     -0.676561177       2.00000014E-02  0.328280598    
  0.328280598       0.00000000     -0.676561177       2.00000014E-02  0.328280598    
   0.00000000       0.00000000       1.00000000       0.00000000       0.00000000    
   0.00000000       6.90624937E-02 -0.867811203      0.142187491      0.656561196    
  0.328280598       6.90624937E-02 -0.867811203      0.142187491      0.328280598    
  0.328280598       6.90624937E-02 -0.867811203      0.142187491      0.328280598    
  0.328280598       6.90624937E-02 -0.867811203      0.142187491      0.328280598    
   0.00000000       0.00000000       1.00000000       0.00000000       0.00000000    
   0.00000000      0.240625009      -1.26156127      0.364375025      0.656561196    
  0.328280598      0.240625009      -1.26156127      0.364375025      0.328280598    
  0.328280598      0.240625009      -1.26156127      0.364375025      0.328280598    
  0.328280598      0.240625009      -1.26156127      0.364375025      0.328280598    
   0.00000000       0.00000000       1.00000000       0.00000000       0.00000000    
   0.00000000      0.513437450      -1.85781109      0.687812448      0.656561196    
  0.328280598      0.513437450      -1.85781109      0.687812448      0.328280598    
  0.328280598      0.513437450      -1.85781109      0.687812448      0.328280598    
  0.328280598      0.513437450      -1.85781109      0.687812448      0.328280598    
   0.00000000       0.00000000       1.00000000       0.00000000       0.00000000    
   0.00000000       0.00000000       1.00000000       0.00000000       0.00000000    
   0.00000000       0.00000000       1.00000000       0.00000000       0.00000000    
   0.00000000       0.00000000       1.00000000       0.00000000       0.00000000    
   0.00000000       0.00000000       1.00000000       0.00000000       0.00000000    
   0.00000000       0.00000000       1.00000000       0.00000000       0.00000000    
